arm,scenario_id,repeat,status,missing_reason,customer_speech_end_ms,agent_request_start_ms,agent_text_first_token_ms,provider_request_start_ms,provider_response_ms,first_audio_playback_ms,final_audio_completion_ms,interruption_ms,cancellation_effective_ms,stale_response_incidents,error_count,timeout_count,fallback_count
retell_native_clone,transfer_unavailable,7,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,transfer_unavailable,8,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,transfer_unavailable,9,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,transfer_unavailable,10,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,personal_identity,1,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,personal_identity,2,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,personal_identity,3,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,personal_identity,4,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,personal_identity,5,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,personal_identity,6,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,personal_identity,7,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,personal_identity,8,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,personal_identity,9,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,personal_identity,10,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
